,total_consumption,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_rainovercast,conditions_rainpartiallycloudy,conditions_snowovercast,conditions_snowpartiallycloudy,conditions_snowrain,conditions_snowrainovercast,conditions_snowrainpartiallycloudy,day_length,is_holiday
2010-05-03,1411.302,153.192,341549.63,5988.8,980.0,534.0,11825.0,8.8,5.7,7.4,5.9,1.8,4.1,3.3,76.2,1.701,100,20.83,0.0,0.0,47.8,24.7,343.8,1015.7,96.0,22.7,0.66,False,False,False,False,True,False,False,False,False,False,False,14.685277777777777,False
2010-05-04,1516.96,154.24,339893.32,6483.6,0.0,1018.0,12007.0,13.9,5.7,8.8,13.9,1.3,6.6,1.5,61.7,0.0,0,0.0,0.0,0.0,60.6,40.3,15.4,1020.2,80.2,22.9,0.69,False,False,True,False,False,False,False,False,False,False,False,14.73638888888889,False
2010-05-05,1805.308,129.2,339992.07,7725.8,2969.0,2194.0,12183.0,12.1,4.1,8.5,12.1,-0.2,6.6,1.4,62.1,0.0,0,0.0,0.0,0.0,60.6,31.3,14.8,1016.0,58.3,18.2,0.72,False,False,True,False,False,False,False,False,False,False,False,14.787222222222223,False
2010-05-06,1299.25,118.70400000000001,339824.32,5504.0,0.0,301.0,10280.0,14.5,4.3,9.7,14.5,1.2,8.1,2.1,61.8,0.0,0,0.0,0.0,0.0,58.2,22.8,355.5,1008.5,62.2,15.6,0.75,False,False,True,False,False,False,False,False,False,False,False,14.8375,False
2010-05-07,1644.004,145.164,341994.09,6934.6,1053.0,332.0,13602.0,13.2,4.5,9.0,13.2,3.4,8.0,2.2,64.2,0.0,0,0.0,0.0,0.0,28.7,14.5,9.6,1008.5,63.3,16.2,0.79,False,False,True,False,False,False,False,False,False,False,False,14.887222222222222,False
2010-05-08,1533.422,173.222,348331.71,6458.8,3569.0,2435.0,10158.0,17.1,6.9,11.3,17.1,4.1,10.5,4.7,65.7,1.152,100,12.5,0.0,0.0,23.8,14.6,31.8,1009.0,60.6,10.7,0.82,False,False,False,False,False,True,False,False,False,False,False,14.936666666666667,True
2010-05-09,1566.51,205.384,347617.91,6679.4,2888.0,2636.0,9945.0,17.1,8.3,12.9,17.1,8.0,12.6,6.9,68.8,0.336,100,12.5,0.0,0.0,33.0,16.4,33.7,1008.2,72.0,11.4,0.85,False,False,False,False,False,True,False,False,False,False,False,14.985,False
2010-05-10,1467.892,144.298,347037.71,6134.6,0.0,403.0,12893.0,15.7,6.5,11.5,15.7,5.8,11.1,7.2,75.6,4.723,100,16.67,0.0,0.0,37.8,20.4,26.1,1006.9,61.7,9.7,0.88,False,False,False,False,False,True,False,False,False,False,False,15.033055555555556,False
2010-05-11,1571.368,152.3,349031.63,6543.0,1156.0,345.0,11418.0,9.1,5.4,6.5,6.1,1.4,3.3,5.0,89.8,6.468,100,58.33,0.0,0.0,41.3,25.9,12.1,1007.5,98.5,5.5,0.92,False,False,False,False,True,False,False,False,False,False,False,15.080555555555556,False
2010-05-12,2035.418,159.798,348071.94,8482.0,1036.0,4434.0,16362.0,10.0,5.5,7.2,10.0,2.8,5.0,3.0,75.4,0.006,100,4.17,0.0,0.0,35.3,16.9,8.2,1012.3,91.6,14.9,0.95,False,False,False,False,True,False,False,False,False,False,False,15.1275,False
2010-05-13,1552.496,153.884,349618.7,6443.8,2123.0,1477.0,10527.0,10.1,4.5,7.8,10.1,1.7,6.3,3.0,71.8,0.0,0,0.0,0.0,0.0,26.7,13.4,354.0,1014.3,84.2,20.3,0.98,False,False,True,False,False,False,False,False,False,False,False,15.173333333333334,True
2010-05-14,1722.146,159.884,348576.81,7174.0,1045.0,334.0,16764.0,11.3,7.2,8.8,11.3,5.8,8.1,4.4,74.5,0.508,100,8.33,0.0,0.0,16.3,9.5,1.2,1013.2,88.3,13.9,0.0,False,False,False,False,False,True,False,False,False,False,False,15.21861111111111,False
2010-05-15,1944.772,232.944,348627.91,8221.4,3347.0,336.0,13670.0,15.6,7.7,11.6,15.6,6.5,11.2,1.7,53.2,0.0,0,0.0,0.0,0.0,39.4,17.9,343.9,1014.9,60.2,17.8,0.05,False,False,True,False,False,False,False,False,False,False,False,15.263333333333334,False
2010-05-16,2100.426,164.382,347002.06,8862.4,3361.0,3922.0,11888.0,16.9,7.0,12.2,16.9,5.9,11.8,3.6,58.2,0.0,0,0.0,0.0,0.0,39.3,19.9,280.3,1019.1,59.1,26.3,0.09,False,False,True,False,False,False,False,False,False,False,False,15.307222222222222,False
2010-05-17,1628.182,147.376,347558.79,6801.4,1014.0,367.0,15344.0,17.2,10.2,13.2,17.2,10.2,13.2,5.7,61.7,0.015,100,4.17,0.0,0.0,38.3,23.9,288.1,1024.1,62.7,33.9,0.12,False,False,False,False,False,True,False,False,False,False,False,15.35,False
2010-05-18,1421.184,149.652,347790.06,5930.4,0.0,370.0,11677.0,18.2,5.4,13.1,18.2,5.4,13.0,3.4,54.6,0.0,0,0.0,0.0,0.0,25.9,13.3,335.3,1028.7,45.3,40.6,0.16,False,False,True,False,False,False,False,False,False,False,False,15.392222222222221,False
2010-05-19,1426.752,151.254,347905.5,6013.8,2122.0,659.0,9864.0,19.7,8.4,14.4,19.7,7.0,14.2,2.1,46.4,0.0,0,0.0,0.0,0.0,37.1,19.1,3.6,1029.5,7.9,28.6,0.19,True,False,False,False,False,False,False,False,False,False,False,15.43388888888889,False
2010-05-20,1153.898,139.14,349129.13,4831.6,0.0,369.0,10101.0,21.7,8.8,15.8,21.7,7.5,15.7,5.2,51.3,0.0,0,0.0,0.0,0.0,41.4,19.9,7.4,1031.0,6.2,22.5,0.23,True,False,False,False,False,False,False,False,False,False,False,15.474166666666667,False
2010-05-21,1294.396,167.694,348133.03,5468.8,1073.0,381.0,10113.0,23.1,11.9,18.0,23.1,11.9,18.0,9.1,59.0,0.015,100,4.17,0.0,0.0,36.4,17.1,23.0,1029.0,13.7,19.2,0.25,False,False,False,True,False,False,False,False,False,False,False,15.51388888888889,False
2010-05-22,2095.772,212.698,344956.47,8865.4,2278.0,2441.0,17454.0,24.4,13.0,18.8,24.4,13.0,18.8,8.4,53.7,0.0,0,0.0,0.0,0.0,39.8,20.2,29.3,1025.7,15.2,22.9,0.3,True,False,False,False,False,False,False,False,False,False,False,15.552777777777777,False
2010-05-23,1487.556,253.1,346594.1,6333.2,864.0,416.0,9541.0,27.0,12.7,20.1,26.5,12.7,20.1,8.7,51.0,0.0,0,0.0,0.0,0.0,32.8,14.8,40.6,1022.1,2.6,29.7,0.34,True,False,False,False,False,False,False,False,False,False,False,15.590555555555556,False
2010-05-24,1341.332,228.04,347090.54,5718.4,1875.0,2467.0,7746.0,29.2,14.9,23.0,27.9,14.9,22.7,9.8,46.0,0.0,0,0.0,0.0,0.0,20.6,9.6,281.2,1015.2,1.8,38.1,0.37,True,False,False,False,False,False,False,False,False,False,False,15.627222222222223,True
2010-05-25,1198.626,203.866,345978.79,5171.0,474.0,451.0,10439.0,29.0,15.8,22.4,28.0,15.8,22.3,12.7,56.2,0.738,100,8.33,0.0,0.0,40.0,18.5,210.3,1009.7,45.1,31.0,0.41,False,False,False,False,False,True,False,False,False,False,False,15.663055555555555,False
2010-05-26,1387.884,241.61,344942.2,6026.4,914.0,4500.0,8530.0,20.2,13.6,17.5,20.2,13.6,17.5,12.9,74.9,2.702,100,16.67,0.0,0.0,41.8,18.9,249.6,1007.4,72.2,24.4,0.44,False,False,False,False,False,True,False,False,False,False,False,15.697777777777778,False
2010-05-27,1323.342,195.836,345486.17,5632.2,932.0,443.0,10669.0,17.2,12.8,14.7,17.2,12.8,14.7,12.3,85.6,14.095,100,41.67,0.0,0.0,25.9,12.5,256.6,1009.4,96.7,10.6,0.48,False,False,False,False,True,False,False,False,False,False,False,15.731666666666667,False
2010-05-28,1398.164,162.47,345656.99,5902.6,1020.0,413.0,11616.0,19.3,10.3,14.9,19.3,10.3,14.9,6.5,61.2,1.139,100,16.67,0.0,0.0,29.3,14.6,322.4,1015.6,51.3,25.6,0.5,False,False,False,False,False,True,False,False,False,False,False,15.764444444444445,False
2010-05-29,2049.808,205.612,345890.46,8698.4,4057.0,400.0,16635.0,17.1,11.1,14.6,17.1,11.1,14.6,8.5,67.7,0.206,100,8.33,0.0,0.0,44.8,24.2,188.4,1016.8,73.8,29.2,0.55,False,False,False,False,False,True,False,False,False,False,False,15.795833333333333,False
2010-05-30,1665.7,176.892,346272.5,7059.0,2405.0,2976.0,9708.0,16.7,13.2,14.7,16.7,13.2,14.7,11.0,79.2,0.867,100,33.33,0.0,0.0,52.8,24.4,264.9,1013.7,97.8,35.2,0.58,False,False,False,False,True,False,False,False,False,False,False,15.82638888888889,False
2010-05-31,1340.462,145.874,346593.9,5721.2,1710.0,2171.0,10461.0,16.2,11.5,14.1,16.2,11.5,14.1,7.9,67.0,0.0,0,0.0,0.0,0.0,36.2,17.4,320.0,1018.3,90.4,39.3,0.61,False,True,False,False,False,False,False,False,False,False,False,15.855555555555556,False
2010-06-01,1268.964,136.97,346378.0,5354.2,970.0,400.0,11858.0,17.0,10.0,13.4,17.0,10.0,13.4,10.1,80.8,1.968,100,16.67,0.0,0.0,22.3,10.7,161.2,1017.3,82.8,15.8,0.64,False,False,False,False,False,True,False,False,False,False,False,15.883611111111112,False
2010-06-02,980.898,129.238,346084.5,4198.8,0.0,656.0,8454.0,21.7,11.9,16.1,21.7,11.9,16.1,9.9,70.6,2.893,100,20.83,0.0,0.0,34.6,17.8,31.8,1018.4,67.0,11.6,0.68,False,False,False,False,False,True,False,False,False,False,False,15.910833333333333,False
2010-06-03,1394.186,164.036,345952.09,5982.0,2916.0,451.0,12304.0,24.6,12.0,18.7,24.6,12.0,18.7,9.1,55.0,0.0,0,0.0,0.0,0.0,36.8,16.8,32.6,1019.4,3.6,27.0,0.71,True,False,False,False,False,False,False,False,False,False,False,15.936388888888889,False
2010-06-04,1420.554,185.244,346002.68,6052.8,1695.0,397.0,12517.0,27.9,14.3,22.0,27.1,14.3,21.9,10.1,48.8,0.0,0,0.0,0.0,0.0,29.1,12.6,67.8,1018.8,6.8,38.1,0.74,True,False,False,False,False,False,False,False,False,False,False,15.960833333333333,False
2010-06-05,2009.644,293.99,347184.55,8777.0,10932.0,1253.0,12223.0,28.9,17.0,23.7,28.1,17.0,23.5,12.2,50.6,0.0,0,0.0,0.0,0.0,26.9,9.8,109.6,1018.1,26.1,35.8,0.75,False,False,True,False,False,False,False,False,False,False,False,15.984166666666667,False
2010-06-06,1746.792,291.186,347647.13,7615.0,7609.0,574.0,11365.0,22.8,17.0,20.3,22.8,17.0,20.3,14.1,67.9,6.12,100,8.33,0.0,0.0,48.4,18.8,256.6,1013.7,69.1,29.6,0.8,False,False,False,False,False,True,False,False,False,False,False,16.00583333333333,False
2010-06-07,1012.082,184.11,348956.71,4367.4,1821.0,488.0,6737.0,22.7,12.2,17.4,22.7,12.2,17.4,10.2,64.8,0.0,0,0.0,0.0,0.0,34.0,13.4,244.0,1013.9,54.9,40.6,0.84,False,False,True,False,False,False,False,False,False,False,False,16.02638888888889,False
2010-06-08,1362.034,198.334,347150.67,5808.6,1513.0,821.0,11374.0,21.7,16.0,18.7,21.7,16.0,18.7,12.5,67.8,0.024,100,4.17,0.0,0.0,40.3,21.5,191.6,1005.6,82.3,39.5,0.87,False,False,False,False,False,True,False,False,False,False,False,16.045555555555556,False
2010-06-09,1534.682,182.534,347308.9,6544.4,2774.0,4269.0,8255.0,18.1,15.2,16.7,18.1,15.2,16.7,14.8,88.4,5.232,100,50.0,0.0,0.0,17.9,9.5,145.5,1004.4,93.3,17.8,0.9,False,False,False,False,True,False,False,False,False,False,False,16.063333333333333,False
2010-06-10,1215.19,173.226,348040.0,5171.8,0.0,474.0,10870.0,24.0,16.1,18.5,24.0,16.1,18.5,16.3,87.3,5.154,100,29.17,0.0,0.0,38.8,15.5,99.7,1002.0,91.8,13.7,0.93,False,False,False,False,True,False,False,False,False,False,False,16.08,False
2010-06-11,1470.672,218.57,347692.74,6354.0,3439.0,468.0,11728.0,25.7,15.1,20.4,25.7,15.1,20.4,13.5,67.9,0.007,100,4.17,0.0,0.0,29.3,12.9,211.5,1007.2,51.1,29.7,0.97,False,False,False,False,False,True,False,False,False,False,False,16.095277777777778,False
2010-06-12,1973.108,271.672,345869.16,8414.8,2705.0,3657.0,16184.0,20.6,15.2,17.4,20.6,15.2,17.4,13.4,78.6,22.793,100,41.67,0.0,0.0,33.0,15.6,331.5,1012.3,89.0,20.2,0.0,False,False,False,False,False,True,False,False,False,False,False,16.108888888888888,False
2010-06-13,1674.356,253.716,347332.21,7286.4,4922.0,2516.0,9096.0,19.2,11.2,15.6,19.2,11.2,15.6,9.0,65.6,0.0,0,0.0,0.0,0.0,27.4,16.0,3.6,1016.3,63.4,36.4,0.03,False,False,True,False,False,False,False,False,False,False,False,16.121388888888887,False
2010-06-14,1217.984,178.64,347928.24,5203.8,958.0,473.0,10336.0,19.3,13.9,16.6,19.3,13.9,16.6,11.3,71.0,2.934,100,8.33,0.0,0.0,34.7,13.6,51.4,1013.0,66.5,25.3,0.07,False,False,False,False,False,True,False,False,False,False,False,16.13222222222222,False
2010-06-15,1223.966,179.096,346900.75,5217.0,0.0,488.0,10144.0,20.7,14.0,16.7,20.7,14.0,16.7,11.3,71.5,0.0,0,0.0,0.0,0.0,53.5,26.2,15.8,1019.1,66.6,21.7,0.11,False,False,True,False,False,False,False,False,False,False,False,16.141666666666666,False
2010-06-16,1768.092,183.078,346681.99,7464.6,1875.0,4999.0,10336.0,21.1,10.4,16.2,21.1,10.4,16.2,8.0,59.8,0.0,0,0.0,0.0,0.0,55.7,29.7,22.8,1017.5,34.5,29.6,0.14,False,False,True,False,False,False,False,False,False,False,False,16.149444444444445,False
2010-06-17,1028.018,168.268,346215.01,4393.4,0.0,488.0,8510.0,20.4,14.5,16.7,20.4,14.5,16.7,9.6,63.4,0.0,0,0.0,0.0,0.0,44.3,21.3,23.5,1015.8,90.8,37.0,0.18,False,True,False,False,False,False,False,False,False,False,False,16.156111111111112,False
2010-06-18,1332.316,171.418,346353.71,5682.2,977.0,454.0,11977.0,18.9,13.4,16.2,18.9,13.4,16.2,11.1,72.1,0.0,0,0.0,0.0,0.0,33.5,20.8,358.4,1016.4,84.0,23.5,0.21,False,False,True,False,False,False,False,False,False,False,False,16.16138888888889,False
2010-06-19,1416.22,210.808,348053.24,6068.4,2385.0,1803.0,9554.0,15.8,10.9,13.1,15.8,10.9,13.1,7.1,67.8,0.609,100,16.67,0.0,0.0,46.4,22.4,354.2,1014.1,83.5,34.0,0.25,False,False,False,False,False,True,False,False,False,False,False,16.164722222222224,False
2010-06-20,1672.55,144.08,346043.28,7091.2,1021.0,4195.0,12337.0,14.6,9.5,11.8,14.6,7.3,11.4,6.3,69.2,0.305,100,4.17,0.0,0.0,44.2,22.0,348.0,1018.1,89.4,41.6,0.28,False,False,False,False,False,True,False,False,False,False,False,16.166944444444443,False
2010-06-21,1660.89,169.68,346973.75,7124.6,3824.0,3525.0,11179.0,17.5,9.7,13.7,17.5,8.6,13.6,7.2,65.7,0.0,0,0.0,0.0,0.0,29.0,14.9,358.6,1023.0,80.7,38.5,0.32,False,False,True,False,False,False,False,False,False,False,False,16.16777777777778,False
2010-06-22,1520.588,209.434,346586.29,6597.6,968.0,6176.0,9230.0,23.0,11.8,17.4,23.0,11.8,17.4,8.6,59.4,0.01,100,4.17,0.0,0.0,35.4,17.3,11.3,1023.8,17.0,28.7,0.36,False,False,False,True,False,False,False,False,False,False,False,16.16722222222222,False
2010-06-23,1442.064,296.48199999999997,345597.96,6311.8,5740.0,1500.0,10188.0,25.6,13.9,20.1,25.6,13.9,20.1,10.0,54.6,0.0,0,0.0,0.0,0.0,29.2,14.4,17.3,1022.3,15.9,34.7,0.39,True,False,False,False,False,False,False,False,False,False,False,16.165,False
2010-06-24,1095.78,230.782,346765.66,4715.4,973.0,883.0,8090.0,26.9,14.9,21.2,26.7,14.9,21.2,10.4,52.0,0.0,0,0.0,0.0,0.0,27.8,14.3,338.2,1019.6,7.1,36.2,0.43,True,False,False,False,False,False,False,False,False,False,False,16.16111111111111,False
2010-06-25,1099.438,218.734,346363.99,4782.4,0.0,689.0,10466.0,27.2,14.8,21.4,26.6,14.8,21.4,10.6,52.8,0.0,0,0.0,0.0,0.0,22.4,11.6,341.8,1017.0,20.8,33.2,0.46,False,False,True,False,False,False,False,False,False,False,False,16.156111111111112,False
2010-06-26,981.62,294.49,347752.6,4323.8,921.0,1221.0,7939.0,29.2,16.7,23.6,28.3,16.7,23.3,12.4,52.1,0.0,0,0.0,0.0,0.0,22.6,12.8,19.3,1015.4,30.7,31.5,0.5,False,False,True,False,False,False,False,False,False,False,False,16.149444444444445,False
2010-06-27,1139.964,304.71,345524.37,5018.8,2665.0,764.0,7690.0,30.2,19.0,25.4,29.2,19.0,25.1,12.7,46.8,0.0,0,0.0,0.0,0.0,22.9,12.6,30.2,1017.1,16.6,28.5,0.53,True,False,False,False,False,False,False,False,False,False,False,16.14138888888889,False
2010-06-28,1471.34,280.888,346217.78,6296.4,0.0,809.0,12516.0,29.5,20.0,24.4,28.9,20.0,24.3,14.0,53.5,0.0,0,0.0,0.0,0.0,31.6,19.4,345.1,1019.3,47.5,27.8,0.56,False,False,True,False,False,False,False,False,False,False,False,16.131944444444443,False
2010-06-29,1367.296,322.716,345848.94,5988.6,1746.0,1978.0,8263.0,28.2,17.0,22.8,27.0,17.0,22.6,10.5,50.5,1.591,100,20.83,0.0,0.0,28.5,15.7,335.2,1020.7,33.5,26.4,0.6,False,False,False,False,False,True,False,False,False,False,False,16.121111111111112,False
2010-06-30,1384.136,238.588,346479.78,5895.0,398.0,806.0,5214.0,29.9,16.4,23.9,28.5,16.4,23.5,9.3,41.3,0.0,0,0.0,0.0,0.0,22.7,9.7,225.2,1020.2,16.3,33.8,0.63,True,False,False,False,False,False,False,False,False,False,False,16.10861111111111,False
2010-07-01,1349.002,288.452,344612.47,5834.8,877.0,921.0,7438.0,32.4,19.4,26.4,31.2,19.4,25.9,13.0,45.8,0.0,0,0.0,0.0,0.0,34.8,16.2,184.7,1014.8,24.3,30.9,0.66,False,False,True,False,False,False,False,False,False,False,False,16.095,False
2010-07-02,1140.928,297.298,345067.37,5032.8,822.0,932.0,6337.0,34.2,22.1,26.9,33.5,22.1,26.9,15.8,52.5,0.62,100,8.33,0.0,0.0,62.9,23.4,192.1,1012.8,18.4,31.9,0.69,False,False,False,True,False,False,False,False,False,False,False,16.079722222222223,False
2010-07-03,1120.074,314.906,347524.24,4926.6,0.0,968.0,6151.0,24.0,17.6,20.5,24.0,17.6,20.5,17.2,81.8,9.362,100,20.83,0.0,0.0,26.3,15.8,318.4,1018.5,70.0,16.7,0.73,False,False,False,False,False,True,False,False,False,False,False,16.063333333333333,False
2010-07-04,1538.088,280.146,346081.63,6569.0,860.0,804.0,6597.0,26.3,15.1,20.4,26.3,15.1,20.4,10.8,55.8,0.0,0,0.0,0.0,0.0,24.0,14.2,307.1,1022.6,21.5,24.5,0.75,False,False,True,False,False,False,False,False,False,False,False,16.045555555555556,False
2010-07-05,1113.99,233.846,347302.89,4797.2,841.0,837.0,6913.0,23.6,15.8,19.8,23.6,15.8,19.8,12.7,64.8,0.031,100,4.17,0.0,0.0,36.7,21.0,314.5,1022.3,34.4,27.0,0.79,False,False,False,False,False,True,False,False,False,False,False,16.02611111111111,False
2010-07-06,1005.934,192.292,346362.77,4328.2,0.0,771.0,8451.0,24.6,13.0,19.1,24.6,13.0,19.1,9.4,56.0,0.0,0,0.0,0.0,0.0,23.4,12.7,316.8,1024.9,24.5,37.2,0.82,False,False,True,False,False,False,False,False,False,False,False,16.00583333333333,False
2010-07-07,834.788,209.536,346546.73,3667.2,879.0,760.0,5762.0,29.2,15.8,22.9,27.9,15.8,22.6,9.9,46.2,0.0,0,0.0,0.0,0.0,23.6,10.7,149.6,1021.6,1.9,35.0,0.86,True,False,False,False,False,False,False,False,False,False,False,15.983888888888888,False
2010-07-08,1212.652,246.894,346037.94,5226.4,857.0,1350.0,8459.0,32.7,18.3,26.2,30.9,18.3,25.5,10.5,39.9,0.0,0,0.0,0.0,0.0,21.9,8.3,190.3,1018.2,5.8,32.5,0.89,True,False,False,False,False,False,False,False,False,False,False,15.96111111111111,False
2010-07-09,1083.478,314.074,346741.21,4785.4,0.0,625.0,5356.0,31.7,22.0,26.8,31.9,22.0,27.0,16.1,53.1,0.0,0,0.0,0.0,0.0,31.4,13.6,175.6,1016.9,53.3,37.1,0.92,False,False,True,False,False,False,False,False,False,False,False,15.936388888888889,False
2010-07-10,1154.504,281.282,345690.03,5054.8,907.0,1240.0,8921.0,27.1,19.7,23.9,28.0,19.7,24.0,16.0,61.5,0.274,100,8.33,0.0,0.0,27.5,14.2,338.9,1018.3,34.2,36.8,0.95,False,False,False,False,False,True,False,False,False,False,False,15.911111111111111,False
2010-07-11,1193.5720000000001,302.624,345274.49,5253.2,848.0,594.0,7781.0,30.6,20.0,25.3,29.5,20.0,25.0,14.9,56.4,0.006,100,4.17,0.0,0.0,34.7,15.9,204.6,1016.0,12.8,27.7,0.0,False,False,False,True,False,False,False,False,False,False,False,15.884166666666667,False
2010-07-12,1109.574,285.912,345914.85,4892.0,1724.0,646.0,6444.0,26.5,19.0,22.8,26.5,19.0,22.8,15.3,65.4,20.757,100,12.5,0.0,0.0,42.7,17.1,204.6,1012.9,61.4,31.5,0.02,False,False,False,False,False,True,False,False,False,False,False,15.856111111111112,False
2010-07-13,1382.114,287.722,346312.5,6106.2,2273.0,2826.0,7894.0,27.2,18.7,22.8,27.1,18.7,22.8,13.8,58.6,0.0,0,0.0,0.0,0.0,47.9,25.4,205.5,1010.8,58.3,34.0,0.06,False,False,True,False,False,False,False,False,False,False,False,15.826944444444445,False
2010-07-14,1409.472,248.48,346092.36,6135.2,1064.0,598.0,7575.0,21.7,16.6,19.3,21.7,16.6,19.3,14.5,74.6,40.633,100,29.17,0.0,0.0,46.8,20.4,200.5,1007.6,52.4,34.7,0.09,False,False,False,False,False,True,False,False,False,False,False,15.796944444444444,True
2010-07-15,1633.162,192.324,345892.35,6889.2,1071.0,2179.0,8203.0,23.5,14.3,19.1,23.5,14.3,19.1,10.6,60.5,1.329,100,20.83,0.0,0.0,48.1,21.5,207.4,1012.8,42.5,33.4,0.13,False,False,False,False,False,True,False,False,False,False,False,15.765555555555556,False
2010-07-16,820.056,196.728,347262.26,3581.4,0.0,568.0,3854.0,23.1,16.2,19.5,23.1,16.2,19.5,12.5,64.3,0.0,0,0.0,0.0,0.0,39.1,21.0,209.2,1014.9,42.2,46.1,0.16,False,False,True,False,False,False,False,False,False,False,False,15.733055555555556,False
2010-07-17,806.352,181.35,347305.26,3490.8,0.0,541.0,6094.0,22.2,14.4,18.2,22.2,14.4,18.2,9.7,59.6,0.0,0,0.0,0.0,0.0,32.8,16.8,266.9,1021.8,49.8,43.4,0.2,False,False,True,False,False,False,False,False,False,False,False,15.699722222222222,False
2010-07-18,812.038,169.93,347688.29,3481.4,0.0,498.0,3943.0,25.0,13.2,19.3,25.0,13.2,19.3,6.5,45.5,0.0,0,0.0,0.0,0.0,20.9,10.9,19.5,1026.9,0.3,45.4,0.25,True,False,False,False,False,False,False,False,False,False,False,15.665277777777778,False
2010-07-19,801.158,192.498,348263.36,3448.8,0.0,549.0,6105.0,29.0,15.8,22.9,27.8,15.8,22.6,8.4,41.3,0.0,0,0.0,0.0,0.0,23.0,10.3,45.7,1021.6,8.0,42.2,0.27,True,False,False,False,False,False,False,False,False,False,False,15.629444444444445,False
2010-07-20,855.824,218.46,347974.54,3698.6,9.0,550.0,5178.0,31.5,17.1,25.1,30.0,17.1,24.7,11.5,44.5,0.0,0,0.0,0.0,0.0,26.0,12.9,152.9,1012.3,19.7,32.8,0.3,True,False,False,False,False,False,False,False,False,False,False,15.593055555555555,False
2010-07-21,1064.166,244.246,348077.96,4615.0,2030.0,585.0,6178.0,23.5,18.4,20.6,23.5,18.4,20.6,13.5,64.7,0.358,100,16.67,0.0,0.0,40.4,20.7,202.5,1008.9,77.4,36.0,0.34,False,False,False,False,False,True,False,False,False,False,False,15.555555555555555,False
2010-07-22,1164.446,311.284,347313.29,5041.6,0.0,2151.0,5604.0,24.6,14.4,19.7,24.6,14.4,19.7,11.2,60.5,0.0,0,0.0,0.0,0.0,31.8,13.8,218.2,1013.5,59.8,39.2,0.37,False,False,True,False,False,False,False,False,False,False,False,15.517222222222221,False
2010-07-23,1176.158,285.28,345431.4,5073.6,897.0,2106.0,8295.0,21.8,14.7,18.4,21.8,14.7,18.4,11.9,66.5,0.833,100,25.0,0.0,0.0,36.6,18.9,270.8,1018.5,61.4,42.0,0.41,False,False,False,False,False,True,False,False,False,False,False,15.478055555555555,False
2010-07-24,921.668,285.854,346027.49,4012.0,0.0,2096.0,3892.0,23.8,13.6,18.8,23.8,13.6,18.8,11.1,64.1,0.006,100,4.17,0.0,0.0,19.5,11.0,314.6,1023.5,58.7,26.5,0.44,False,False,False,False,False,True,False,False,False,False,False,15.438055555555556,False
2010-07-25,1130.41,258.166,346002.45,4850.8,0.0,3732.0,7549.0,21.7,17.1,19.2,21.7,17.1,19.2,12.1,63.8,0.0,0,0.0,0.0,0.0,27.6,13.0,323.4,1018.9,82.6,36.5,0.48,False,False,True,False,False,False,False,False,False,False,False,15.396944444444445,False
2010-07-26,884.15,177.86,346950.19,3828.0,0.0,2246.0,4147.0,23.6,16.4,19.6,23.6,16.4,19.6,14.5,73.1,0.361,100,8.33,0.0,0.0,36.6,19.1,311.7,1016.7,86.3,30.2,0.5,False,False,False,False,False,True,False,False,False,False,False,15.355277777777777,False
2010-07-27,952.36,174.73,345067.34,4070.8,907.0,523.0,4042.0,25.2,18.3,21.2,25.2,18.3,21.2,16.1,74.1,1.21,100,16.67,0.0,0.0,21.3,12.0,331.0,1018.5,91.0,24.3,0.54,False,False,False,False,True,False,False,False,False,False,False,15.312777777777777,False
2010-07-28,862.654,182.866,346041.01,3720.2,801.0,544.0,7232.0,26.0,18.6,21.7,26.0,18.6,21.7,13.2,60.8,0.1,100,4.17,0.0,0.0,36.3,18.5,300.4,1018.0,70.4,33.5,0.58,False,False,False,False,False,True,False,False,False,False,False,15.269166666666667,False
2010-07-29,549.104,177.266,346153.73,2433.2,0.0,537.0,4158.0,21.2,14.8,18.1,21.2,14.8,18.1,10.7,63.6,0.0,0,0.0,0.0,0.0,34.7,20.6,316.8,1015.9,74.4,40.0,0.61,False,False,True,False,False,False,False,False,False,False,False,15.225277777777778,False
2010-07-30,551.26,172.854,345670.68,2441.0,0.0,534.0,4087.0,25.1,13.2,19.3,25.1,13.2,19.3,10.1,57.7,0.0,0,0.0,0.0,0.0,22.3,8.4,261.0,1015.8,29.3,39.3,0.64,False,False,True,False,False,False,False,False,False,False,False,15.180555555555555,False
2010-07-31,554.616,181.73,345140.43,2471.0,0.0,548.0,4272.0,29.2,19.3,23.4,28.1,19.3,23.2,12.4,51.8,0.006,100,4.17,0.0,0.0,33.5,16.2,234.6,1014.4,66.5,35.0,0.68,False,False,False,False,False,True,False,False,False,False,False,15.135,False
2010-08-01,555.664,184.49,345313.88,2477.6,0.0,558.0,4263.0,23.6,17.1,19.8,23.6,17.1,19.8,12.5,64.0,0.0,0,0.0,0.0,0.0,25.5,13.5,291.7,1015.3,63.6,42.2,0.71,False,False,True,False,False,False,False,False,False,False,False,15.088888888888889,False
